temperature,pressure,P,merit,mode,role
288.4093984,10673.99534,0,-0.4218516184,-1,dead
235.8875276,6154.224769,0,-0.4214761415,-1,dead
244.2338741,10678.77042,0,-0.4194992425,-1,dead
290.2113781,10271.49548,0,-0.4181891042,-1,dead
272.7600536,6579.499777,0,-0.4175681539,-1,dead
287.9752344,8447.423484,0,-0.41608923,-1,dead
235.8756699,6005.312334,0,-0.4138279707,-1,dead
236.500693,6986.453356,0,-0.4075230898,-1,dead
243.4864409,10435.91351,0,-0.4054341124,-1,dead
287.1862978,10698.67416,0,-0.4046996002,-1,dead
279.7138199,7399.16221,0,-0.4041576395,-1,dead
236.094162,6287.082421,0,-0.4037274797,-1,dead
291.288869,9866.735459,0,-0.4033320508,-1,dead
285.9060114,10901.50723,0,-0.4003910465,-1,dead
292.3025656,9617.997928,0,-0.3984455225,-1,dead
287.3303644,10620.09967,0,-0.3969395707,-1,dead
291.6020362,9759.897882,0,-0.3951765541,-1,dead
269.3717938,6264.94996,0,-0.388844655,-1,dead
243.7372734,10412.87524,0,-0.3835640431,-1,dead
287.1063687,10544.02515,0,-0.3827403073,-1,dead
290.2377657,9895.024864,0,-0.3777538671,-1,dead
288.5823056,10224.80742,0,-0.3765991978,-1,dead
244.1196792,10467.52267,0,-0.3759825254,-1,dead
290.8526544,9732.334432,0,-0.3756498277,-1,dead
287.4367057,8458.805748,0,-0.3749186619,-1,dead
266.8158852,6031.17663,0,-0.3727825982,-1,dead
263.5319101,5713.683296,0,-0.3724397654,-1,dead
263.2087895,5681.968841,0,-0.3719688879,-1,dead
292.0682737,9148.275176,0,-0.3667277199,-1,dead
236.6512884,6789.112636,0,-0.3634008017,-1,dead
291.2367784,9461.545111,0,-0.3597997615,-1,dead
279.7475743,7490.982585,0,-0.3584646023,-1,dead
259.9606084,5411.027153,0,-0.3561041271,-1,dead
236.6184052,6654.580321,0,-0.355559245,-1,dead
272.7878462,6692.843872,0,-0.3494606665,-1,dead
285.4174484,8251.560155,0,-0.3415472279,-1,dead
237.0609822,7144.541923,0,-0.3383247563,-1,dead
236.5792498,5224.713727,0,-0.3373017635,-1,dead
236.8896918,6856.046991,0,-0.3348680064,-1,dead
279.5105903,7509.808459,0,-0.3348519145,-1,dead
272.1568791,6657.857592,0,-0.3295727035,-1,dead
270.190641,6449.741839,0,-0.3291418669,-1,dead
259.5955947,5420.34846,0,-0.3278184206,-1,dead
279.5930749,7536.061366,0,-0.3266874435,-1,dead
244.0440393,10262.67747,0,-0.3254868062,-1,dead
288.3875902,9747.111906,0,-0.3251334568,-1,dead
238.9879472,9063.533574,0,-0.318387866,-1,dead
284.7953586,10343.84748,0,-0.3132929133,-1,dead
238.4159887,8637.918794,0,-0.3111090207,-1,dead
282.15624,10711.15632,0,-0.3091791974,-1,dead
245.5472758,10532.93437,0,-0.30844428,-1,dead
246.4369557,10702.83674,0,-0.3072153421,-1,dead
287.7932323,9696.37266,0,-0.3050062288,-1,dead
286.7587452,9878.872976,0,-0.303988934,-1,dead
